"tipo_bien","numero_oficio","juzgado","tipo_delito","medida","fecha_recepcion","fecha_medida","localizacion","provincia","estupefaciente_sustancia","estupefaciente_cantidad","arma_tipo","arma_numero_serie","arma_marca","arma_modelo","arma_calibre","automotor_tipo","automotor_dominio","automotor_marca","automotor_modelo","automotor_color","automotor_anio","aeronave_numero_serie","aeronave_matricula","aeronave_marca","aeronave_modelo","buque_pais","buque_nombre","buque_matricula","dinero_moneda_descripcion","dinero_cantidad","titulo_tipo","titulo_nombre_emisor","titulo_cantidad","titulo_fecha_vencimiento","titulo_categoria","titulo_bolsa_cotiza","titulo_moneda","otro_clasificacion","otro_detalle","provincia_id"
"dinero",,"Tribunal Oral en lo Criminal Federal de La Pampa","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","67235",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Mar del Plata","Falsificación de moneda, billetes de banco, títulos al portador y documentos de crédito (arts. 282 a 287)","Secuestro",,,"BANCO DE LA NACION ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Dólar","100",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Mar del Plata","Falsificación de moneda, billetes de banco, títulos al portador y documentos de crédito (arts. 282 a 287)","Secuestro",,,"BANCO DE LA NACION ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Peso","950",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Mar del Plata","Contra libertad. (Art. 140  a 149  ter)","Decomiso",,"2018-08-09",,,,,,,,,,,,,,,,,,,,,,,"Peso","350",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Mar del Plata","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-10-03",,,,,,,,,,,,,,,,,,,,,,,"Dólar","600",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Mar del Plata","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-10-03",,,,,,,,,,,,,,,,,,,,,,,"Peso","105000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Mar del Plata","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","1",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Mar del Plata","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"BANCO NACION ARENTINA SUCURSAL",,,,,,,,,,,,,,,,,,,,,,"Peso","3346",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Mar del Plata","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"BANCO DE LA NACION ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Peso","80",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Mar del Plata","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"BANCO DE LA NACIÓN ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Peso","225",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Mendoza Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","78264",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Mendoza Nro. 1","INFRACCION LEY 26364 - PREVENCION Y SANCION DE LA TRATA DE PERSONAS Y ASISTENCIA A SUS VICTIMAS","Decomiso",,"2019-08-27",,,,,,,,,,,,,,,,,,,,,,,"Dólar","100",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Mendoza Nro. 1","INFRACCION LEY 26364 - PREVENCION Y SANCION DE LA TRATA DE PERSONAS Y ASISTENCIA A SUS VICTIMAS","Decomiso",,"2019-08-27",,,,,,,,,,,,,,,,,,,,,,,"Peso","12930",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Mendoza Nro. 1","INFRACCION ley 22415 - CODIGO ADUANERO","Decomiso",,"2019-05-15",,,,,,,,,,,,,,,,,,,,,,,"Dólar","18350",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Mendoza Nro. 1","INFRACCION ley 22415 - CODIGO ADUANERO","Decomiso",,"2019-05-15",,,,,,,,,,,,,,,,,,,,,,,"Peso","39000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Mendoza Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","8700",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Mendoza Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-08-26",,,,,,,,,,,,,,,,,,,,,,,"Peso","5800",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Neuquén","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"Depositados en plazo fijo N° 00007470 del Banco de la Nación a la orden de este Tribunal",,,,,,,,,,,,,,,,,,,,,,"Peso","2001018",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Neuquén","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-08-14",,,,,,,,,,,,,,,,,,,,,,,"Peso","171695",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Neuquén","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","38193",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Neuquén","INFRACCION ley 22415 - CODIGO ADUANERO","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","7032",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Neuquén","INFRACCION ley 22415 - CODIGO ADUANERO","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso chileno","69000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Neuquén","Contra libertad. (Art. 140  a 149  ter)","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","8621",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Neuquén","Contra libertad. (Art. 140  a 149  ter)","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","2270.9",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Neuquén","Contra libertad. (Art. 140  a 149  ter)","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","1023845.21",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Neuquén","Contra libertad. (Art. 140  a 149  ter)","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso chileno","175120",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Neuquén","Contra libertad. (Art. 140  a 149  ter)","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso uruguayo","2",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Neuquén","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","90000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Neuquén","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-04-18",,,,,,,,,,,,,,,,,,,,,,,"Peso","153058",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Neuquén","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"BANCO NACION",,,,,,,,,,,,,,,,,,,,,,"Peso","2355",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-08-17",,,,,,,,,,,,,,,,,,,,,,,"Peso","3955",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2012-06-11","TRIBUNAL",,,,,,,,,,,,,,,,,,,,,,"Peso","1958088",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"BANCO DE LA NACION ARGENTINA, SUCURSAL URUGUAY",,,,,,,,,,,,,,,,,,,,,,"Dólar","200",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"BANCO NACION, SUCURSAL CONCEPCION DEL URUGUAY",,,,,,,,,,,,,,,,,,,,,,"Peso","2415",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2009-03-21",,,,,,,,,,,,,,,,,,,,,,,"Peso","25155",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","6141",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","700",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","22",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2011-06-01",,,,,,,,,,,,,,,,,,,,,,,"Peso","542880",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2012-02-14",,,,,,,,,,,,,,,,,,,,,,,"Peso","16600",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2017-10-10",,,,,,,,,,,,,,,,,,,,,,,"Peso","5234.4",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","79295",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"DEPOSITADO EN EL BANCO NACIÓN",,,,,,,,,,,,,,,,,,,,,,"Peso","57",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-10-17",,,,,,,,,,,,,,,,,,,,,,,"Peso","25517.55",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-07-24",,,,,,,,,,,,,,,,,,,,,,,"Peso","13018",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-09-21","Banco de la Nación Argentina",,,,,,,,,,,,,,,,,,,,,,"Peso","2414",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"BANCO DE LA NACION ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Peso","3833",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-11-09",,,,,,,,,,,,,,,,,,,,,,,"Peso","6484",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-05-31",,,,,,,,,,,,,,,,,,,,,,,"Peso","70304",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-02-19",,,,,,,,,,,,,,,,,,,,,,,"Peso","630.25",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-05-14",,,,,,,,,,,,,,,,,,,,,,,"Peso","6092",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-12-11",,,,,,,,,,,,,,,,,,,,,,,"Guaranies","52000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-12-11",,,,,,,,,,,,,,,,,,,,,,,"Peso","491",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"BANCO DE LA NACIÓN ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Peso","169442.05",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-06-15",,,,,,,,,,,,,,,,,,,,,,,"Dólar","1801",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-06-15",,,,,,,,,,,,,,,,,,,,,,,"Peso","4869",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-06-15",,,,,,,,,,,,,,,,,,,,,,,"Peso uruguayo","3693",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"EL DINERO SECUESTRADO SE APLICARÁ PARA EL PAGO PARCIAL DE LAS MULTAS IMPUESTAS.",,,,,,,,,,,,,,,,,,,,,,"Peso","3192",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-10-11",,,,,,,,,,,,,,,,,,,,,,,"Peso","8478",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","4594",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Paraná","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-03-22",,,,,,,,,,,,,,,,,,,,,,,"Peso","500",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Afectado a medida cautelar - Embargo",,,"RESERVADO EN SECRETARIA N°1 REGISTRO 233","Misiones",,,,,,,,,,,,,,,,,,,,,"Peso","95",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Guaranies","200000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Afectado a otra medida",,,"DEPOSITADOE N EL BCO DE LA NAC ARG A NOMBRE DEL IMPUTADO Y A LA ORDEN DEL JUZ FED DE INSTRUCCION DE POSADAS","Misiones",,,,,,,,,,,,,,,,,,,,,"Peso","3000",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Afectado a medida cautelar - Embargo",,,"DEPOSITADO EN EL BANCO DE LA NAC ARG DE PDAS. A NOMBRE DEL IMPUTADO Y A LA ORDEN DEL JF DE INST DE POSADAS","Misiones",,,,,,,,,,,,,,,,,,,,,"Peso","4000",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 26364 - PREVENCION Y SANCION DE LA TRATA DE PERSONAS Y ASISTENCIA A SUS VICTIMAS","Secuestro",,,"RESERVADO EN CAJA FUERTE SECRETARIA N°2 DE ESTE TRIBUNAL ORAL","Misiones",,,,,,,,,,,,,,,,,,,,,"Peso","2966",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 26364 - PREVENCION Y SANCION DE LA TRATA DE PERSONAS Y ASISTENCIA A SUS VICTIMAS","Secuestro",,,"RESERVADO EN CAJA FUERTE SECREARIA N°2 DE ESTE TRIBUNAL ORAL","Misiones",,,,,,,,,,,,,,,,,,,,,"Real","50",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"DEPOSITADO EN EL BANCO DE LA NACION ARGENTINA SUCURSAL LOMAS DE ZAMORA","Buenos Aires",,,,,,,,,,,,,,,,,,,,,"Dólar","201",,,,,,,,,,"06"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Afectado a medida cautelar - Embargo",,,"DEPOSITADO EN EL BANCO NACION ARGENTINA SUCURSAL LOMAS DE ZAMORA","Buenos Aires",,,,,,,,,,,,,,,,,,,,,"Guaranies","7000",,,,,,,,,,"06"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Afectado a medida cautelar - Embargo",,,"DEPOSITADO EN EL BANCO NACION ARGENTINA","Buenos Aires",,,,,,,,,,,,,,,,,,,,,"Peso","1314325",,,,,,,,,,"06"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"RESERVA EN SECRETARIA 1 DEL TRIBUNAL ORAL FEDERAL POSADAS REGISTRO 165/2012","Misiones",,,,,,,,,,,,,,,,,,,,,"Peso","907",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","Estafas y otras defraudaciones ( art. 172 a 175)","Afectado a medida cautelar - Embargo",,,"RESERVADO EN SECRETARIA N°1 REGISTROS NROS. 2389 Y 2390","Misiones",,,,,,,,,,,,,,,,,,,,,"Dólar","500",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","Estafas y otras defraudaciones ( art. 172 a 175)","Afectado a medida cautelar - Embargo",,,"RESERVADO EN SECRETARIA N°1 REGISTROS 2389 Y 2390","Misiones",,,,,,,,,,,,,,,,,,,,,"Euro","50",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","68",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,"RESERVADO EN SECRETARIA N°1 REGISTRO 06/2012","Misiones",,,,,,,,,,,,,,,,,,,,,"Guaranies","10000",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,"RESERVADO EN SECREARIA N°1 REGISTRO 06/2012","Misiones",,,,,,,,,,,,,,,,,,,,,"Peso","10",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"RESERVADO EN SECRETARIA","Misiones",,,,,,,,,,,,,,,,,,,,,"Peso","139030",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Afectado a medida cautelar - Embargo",,,"RESERVADO EN SECRETARIA N° 2  DE ESTE TRIBUNAL","Misiones",,,,,,,,,,,,,,,,,,,,,"Peso","200",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"RESERVADO EN SECRETARIA N° 1","Misiones",,,,,,,,,,,,,,,,,,,,,"Peso","615",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"RESERVADO EN SECRETARIA 2 CON REGISTRO N° 108/2011","Misiones",,,,,,,,,,,,,,,,,,,,,"Dólar","102",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"RESERVADO EN SECRETARIA 2 CON REGISTRO N° 108/2011","Misiones",,,,,,,,,,,,,,,,,,,,,"Peso","122",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Afectado a otra medida",,,"DEPOSITADO EN EL BCO DE LA NAC ARG A NOMBRE DEL IMPUTADO Y A LA ORDEN DEL JUZ FED DE INSTRUCCION DE POSADAS","Misiones",,,,,,,,,,,,,,,,,,,,,"Peso","1000",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-10-08",,,,,,,,,,,,,,,,,,,,,,,"Peso","100",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-04-10","Banco de la Nación Argentina -Sucursal Tribunales",,,,,,,,,,,,,,,,,,,,,,"Peso","15800",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-04-10","Banco de la Nación Argentina -Sucursal Tribunales",,,,,,,,,,,,,,,,,,,,,,"Real","1350",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"BANCO NACIÓN SUCURSAL LOCAL",,,,,,,,,,,,,,,,,,,,,,"Peso","210105",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-10-23","Reservada con Registro Nº 63/2019, Secretaria Nro. 2",,,,,,,,,,,,,,,,,,,,,,"Peso","10750",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Resistencia","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-09-28",,,,,,,,,,,,,,,,,,,,,,,"Peso","104",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Resistencia","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-11-30",,,,,,,,,,,,,,,,,,,,,,,"Peso","3000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Rosario Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","1140",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Rosario Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-09-18",,,,,,,,,,,,,,,,,,,,,,,"Peso","696.55",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Rosario Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","2250",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Rosario Nro. 2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","600",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Rosario Nro. 2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-09-20",,,,,,,,,,,,,,,,,,,,,,,"Peso","86504",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Rosario Nro. 2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","101",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Rosario Nro. 2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","10554",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Rosario Nro. 2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-09-03",,,,,,,,,,,,,,,,,,,,,,,"Peso","49098.45",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Rosario Nro. 2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-09-12",,,,,,,,,,,,,,,,,,,,,,,"Dólar","26026",,,,,,,,,,""
