"tipo_bien","numero_oficio","juzgado","tipo_delito","medida","fecha_recepcion","fecha_medida","localizacion","provincia","estupefaciente_sustancia","estupefaciente_cantidad","arma_tipo","arma_numero_serie","arma_marca","arma_modelo","arma_calibre","automotor_tipo","automotor_dominio","automotor_marca","automotor_modelo","automotor_color","automotor_anio","aeronave_numero_serie","aeronave_matricula","aeronave_marca","aeronave_modelo","buque_pais","buque_nombre","buque_matricula","dinero_moneda_descripcion","dinero_cantidad","titulo_tipo","titulo_nombre_emisor","titulo_cantidad","titulo_fecha_vencimiento","titulo_categoria","titulo_bolsa_cotiza","titulo_moneda","otro_clasificacion","otro_detalle","provincia_id"
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","RWA416","IVECO",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","RWC 597","Chevrolet","TRAFFIC",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","SIN DOMINIO COLOCADO","Toyota","HILUX SW4 4X4",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","SIN DOMINIO COLOCADO","Volkswagen","AMAROK",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","SIN DOMINIO COLOCADO","Volkswagen","AMAROK DC 2.0 TDI 180CC",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Cuatriciclo","029 EXW","Motomel",,"NARANJA",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Cuatriciclo","357GHE","Yamaha",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Moto vehículo","565HEM","No informada ",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Moto vehículo","SIN DOMINIO COLOCADO","BRAVA","NEVADA 110",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-03-28",,,,,,,,,,"Automóvil","ACD378","Mercedes Benz","MB180D",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-03-28","SIN INFORMACIÓN",,,,,,,,,"Automóvil","BSV658","Fiat","SIENA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-03-28",,,,,,,,,,"Automóvil","CEP561","Renault","SCENIC",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-03-28",,,,,,,,,,"Automóvil","DCS505","Volkswagen","NEW BEATLE",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-03-28",,,,,,,,,,"Automóvil","FXT715","Peugeot","206",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-03-28",,,,,,,,,,"Automóvil","GKR942","Chevrolet","CORSA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-03-28",,,,,,,,,,"Automóvil","GPG 727","Volkswagen","SURAN",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-03-28",,,,,,,,,,"Automóvil","HIL693","Kia","RIO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-03-28",,,,,,,,,,"Automóvil","HOW471","Volkswagen","BORA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-03-28",,,,,,,,,,"Automóvil","KSC080","Chevrolet","CRUZE",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-03-28",,,,,,,,,,"Automóvil","MPA306","Chevrolet","CORSA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-03-28",,,,,,,,,,"Automóvil","UQZ894","Volkswagen","SEDAN",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-03-28",,,,,,,,,,"Automóvil","YAJB076","BMW",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-03-28",,,,,,,,,,"Camion/ Camioneta","AA414EI","Chevrolet","AMAROK",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-03-28",,,,,,,,,,"Camion/ Camioneta","OCP 372","Volkswagen",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-03-28",,,,,,,,,,"Tractor","SIN DOMINIO COLOCADO","CRUPSA","C80",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","AA704WA","Volkswagen","GOL TREND",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","BJQ 006","Renault","CLIO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","DDP 416","Renault","CLIO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","EWJ 007","Renault","CLIO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","HOY 925","Volkswagen","GOL TREND",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Cuatriciclo",,"No informada ",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Trailer",,"No informada ",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"RESGUARDADO EN LA DEPENDENCIA POLICIAL INTERVINIENTE",,,,,,,,,"Automóvil","CVM660","Peugeot","504",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"RESGUARDADO EN LA DEPENDENCIA POLICIAL INTERVINIENTE",,,,,,,,,"Automóvil","MTH585","Peugeot","408","BLANCO",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"RESGUARDADO EN LA DEPENDENCIA POLICIAL INTERVINIENTE",,,,,,,,,"Automóvil","NQX979","Renault","FLUENCE",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,"Automóvil","GOL614","Toyota","HILUX 30",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,"Automóvil","HHX458","Volkswagen","BORA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,"Automóvil","NBO041","Volkswagen","VOYAGE",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,"Automóvil","sin chapa patente","Volkswagen","Bora",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"A DISPOSICIÓN DE LA UIF (UNIDAD DE INFORMACION FINANCIERA)",,,,,,,,,"Camion/ Camioneta","KZT189","Mercedes Benz","LS1634",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,"Camion/ Camioneta","OHU573","Toyota","HILUX",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,"Jeep","GZG155","Jeep","GRAND CHEROKEE LIMITED CRD",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-04-25",,,,,,,,,,"Automóvil","GSZ053","Fiat","Siena",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-04-25",,,,,,,,,,"Automóvil","GYH823","BMW","232I",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-04-25",,,,,,,,,,"Moto vehículo","565HEM","ROWSER","Bajai",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Acoplado","HRV 643","LA ATOMICA",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil",,"Chevrolet","CORSA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil",,"Toyota","COROLLA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","BER683","Chevrolet","VECTRA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","CDU 906","Volkswagen","GOL",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","CJZ 974","Fiat","SIENA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","DBY510","Citroën","XARA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","DWP 491","Volkswagen","GOL",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","EYA 895","BMW",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","FAA 844","BMW",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","GLI745","Volkswagen","BORA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","GVY972","Ford","FIESTA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","GXP 845","Fiat","UNO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","HGU481","Chevrolet","ASTRA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","HLJ429","Volkswagen","BORA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","HQZ305","Volkswagen","GOL",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","IRI207","Renault","SANDERO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","IXV359","Chevrolet","CORSA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","JBA 232","Renault","CLIO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"SEDE DE LA DELEGACIÓN DEPARTAMENTAL DE INVESTIGACIONES DE MAR DEL PLATA","Buenos Aires",,,,,,,,"Automóvil","JOD102","Peugeot","RCZ",,,,,,,,,,,,,,,,,,,,,"06"
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","JOI818","Mercedes Benz",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","JRQ387","Renault","FLUENCE",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","JZX095","Volkswagen","BORA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","KFN417","Volkswagen","VOYAGE",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","KIH551","Volkswagen","BORA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","KRK577","Renault","SYMBOL",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","KUP 429","Volkswagen","BORA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","LNO979","Renault","LOGAN",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","LOO 914","Renault","CLIO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","LVF907","Ford","FOCUS",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","LVV892","Volkswagen","GOL",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","MON279","Chevrolet","CORSA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","MVN241","Volkswagen","GOL",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","NNX256","Chevrolet","PRISMA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","NZM060","Volkswagen","BORA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","PBH691","Ford","FIESTA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","RWA 444","Fiat","SUPER EUROPA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta",,"Toyota","HILUX",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","AAK232","Mercedes Benz",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","APO421","Ford","F100",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","BID828","Volkswagen","SAVEIRO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","BPB158","Mercedes Benz",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","BQQ 802","Ford","F100",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","CIK225","Scania",,"BLANCO",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","DAN134","mitsubishi","MONTERO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","DCP411","Ford","RANGER",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","DGB646","Mercedes Benz",,"BLANCO",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","DNN910","Mercedes Benz","LS1623",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","ELC725","Mercedes Benz","LS1634",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","ELL 290","Mercedes Benz",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","EQE367","mitsubishi","L200",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","EXD371","Toyota","HILUX",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","FBU534","Toyota","HILUX",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","FDL954","Ford","RANGER",,,,,,,,,,,,,,,,,,,,,""
