"tipo_bien","numero_oficio","juzgado","tipo_delito","medida","fecha_recepcion","fecha_medida","localizacion","provincia","estupefaciente_sustancia","estupefaciente_cantidad","arma_tipo","arma_numero_serie","arma_marca","arma_modelo","arma_calibre","automotor_tipo","automotor_dominio","automotor_marca","automotor_modelo","automotor_color","automotor_anio","aeronave_numero_serie","aeronave_matricula","aeronave_marca","aeronave_modelo","buque_pais","buque_nombre","buque_matricula","dinero_moneda_descripcion","dinero_cantidad","titulo_tipo","titulo_nombre_emisor","titulo_cantidad","titulo_fecha_vencimiento","titulo_categoria","titulo_bolsa_cotiza","titulo_moneda","otro_clasificacion","otro_detalle","provincia_indec_id"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"RESERVADO EN SECRETARIA N° 1","Misiones",,,,,,,,,,,,,,,,,,,,,"Peso","615",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"RESERVADO EN SECRETARIA 2 CON REGISTRO N° 108/2011","Misiones",,,,,,,,,,,,,,,,,,,,,"Dólar","102",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"RESERVADO EN SECRETARIA 2 CON REGISTRO N° 108/2011","Misiones",,,,,,,,,,,,,,,,,,,,,"Peso","122",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Afectado a otra medida",,,"DEPOSITADO EN EL BCO DE LA NAC ARG A NOMBRE DEL IMPUTADO Y A LA ORDEN DEL JUZ FED DE INSTRUCCION DE POSADAS","Misiones",,,,,,,,,,,,,,,,,,,,,"Peso","1000",,,,,,,,,,"54"
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-10-08",,,,,,,,,,,,,,,,,,,,,,,"Peso","100",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Posadas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"BANCO NACIÓN SUCURSAL LOCAL",,,,,,,,,,,,,,,,,,,,,,"Peso","210105",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Resistencia","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-09-28",,,,,,,,,,,,,,,,,,,,,,,"Peso","104",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Resistencia","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-11-30",,,,,,,,,,,,,,,,,,,,,,,"Peso","3000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Rosario Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","1140",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Rosario Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","2250",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Rosario Nro. 2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-09-20",,,,,,,,,,,,,,,,,,,,,,,"Peso","86504",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Rosario Nro. 2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","101",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Rosario Nro. 2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","10554",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo criminal Federal de Rosario Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","69793",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo criminal Federal de Rosario Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-05-02",,,,,,,,,,,,,,,,,,,,,,,"Peso","2868",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Salta","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-11-15",,,,,,,,,,,,,,,,,,,,,,,"Peso","42535.5",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Salta","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-10-09",,,,,,,,,,,,,,,,,,,,,,,"Peso","1025",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de San Martín Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-11-08",,,,,,,,,,,,,,,,,,,,,,,"Peso","103",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de San Martín Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-03-22",,,,,,,,,,,,,,,,,,,,,,,"Peso","288842",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de San Martín Nro. 4","Contra libertad. (Art. 140  a 149  ter)","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","0",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de San Martín Nro. 4","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","185895",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de San Martín Nro. 4","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-06-07",,,,,,,,,,,,,,,,,,,,,,,"Peso","10300",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de San Martín Nro. 5","Extorsión (arts. 168 a 171)","Decomiso",,"2018-07-11",,,,,,,,,,,,,,,,,,,,,,,"Dólar","322",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de San Martín Nro. 5","Extorsión (arts. 168 a 171)","Decomiso",,"2018-07-11",,,,,,,,,,,,,,,,,,,,,,,"Peso","8553.75",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de San Martín Nro. 5","Extorsión (arts. 168 a 171)","Decomiso",,"2018-07-11",,,,,,,,,,,,,,,,,,,,,,,"Peso uruguayo","120",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Santa Fe","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-09-01",,,,,,,,,,,,,,,,,,,,,,,"Peso","1000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Santa Fe","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","5031",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Santiago del Estero","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","3987",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Santiago del Estero","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-04-24",,,,,,,,,,,,,,,,,,,,,,,"Peso","527200",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Santiago del Estero","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","3628",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 1","INFRACCION LEY 26364 - PREVENCION Y SANCION DE LA TRATA DE PERSONAS Y ASISTENCIA A SUS VICTIMAS","Decomiso",,"2017-11-17",,,,,,,,,,,,,,,,,,,,,,,"Peso","36792",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","1408",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","4085945",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","105",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","1680",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","2",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Euro","5",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","317",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","105",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","1680",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 3","Estafas y otras defraudaciones ( art. 172 a 175)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","17827980",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-11-15",,,,,,,,,,,,,,,,,,,,,,,"Peso","1837",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 4","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-10-05",,,,,,,,,,,,,,,,,,,,,,,"Dólar","182000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 4","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-10-05",,,,,,,,,,,,,,,,,,,,,,,"Peso","253100",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 4","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-10-05",,,,,,,,,,,,,,,,,,,,,,,"Peso boliviano","110",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 4","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-10-05",,,,,,,,,,,,,,,,,,,,,,,"Peso uruguayo","1650",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 7","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-06-05",,,,,,,,,,,,,,,,,,,,,,,"Peso","3200",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal Nro. 8","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-10-05",,,,,,,,,,,,,,,,,,,,,,,"Peso","2287300",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Nro. 1 de la Cap.Federal","Robo (arts. 164 a 167)","Decomiso",,"2018-09-11",,,,,,,,,,,,,,,,,,,,,,,"Peso","741",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Nro. 2 de la Cap.Federal","Encubrimiento y lavado de activos de origen delictivo (arts.277 a 279)","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","100000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Nro. 3 de la Cap.Federal","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","2",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Nro. 3 de la Cap.Federal","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","2091",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Afectado a otra medida",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","10595",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Nro. 6 de la Cap.Federal","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","17174",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Nro. 6 de la Cap.Federal","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Euro","360",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Nro. 6 de la Cap.Federal","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","4712",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 1","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Decomiso",,,"CUENTA DE CUSTODIA N° 0079242. BANCO CIUDAD",,,,,,,,,,,,,,,,,,,,,,"Euro","1012",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 1","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Decomiso",,,"CAJA DE AHORRO EN PESOS DEL BANCO E LA NACION ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Peso","4049",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"BANCO DE LA NACION ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Peso","598850",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","3669",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 1","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Decomiso",,,"BANCO DE LA NACION ARGENTINA, CAJA DE AHORRO EN PESOS DENOMINADA -P.J.N. 0550-335 CSJN FONDO LEY 23.737-",,,,,,,,,,,,,,,,,,,,,,"Peso","7361",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"BANCO E LA NACION ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Dólar","2900",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"BANCO DE LA NACION ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Peso","1745",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 1","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,"DEPOSITADAS EN LAS CUENTAS DEL BANCO CIUDAD L° 48 F° 72 D.V.° 0",,,,,,,,,,,,,,,,,,,,,,"Peso","6331.3",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"BANCO DE LA CIUDAD",,,,,,,,,,,,,,,,,,,,,,"Peso","6865",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 1","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","2640",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,"CAJA DE AHORRO EN PESOS N°25.033.232/8 BANCO NAC ARG SUC TRIBUNALES",,,,,,,,,,,,,,,,,,,,,,"Peso","85010",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Euro","225.5",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","40.75",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,"CAJA DE AHORROS EN PESOS N° 25.033.232/8 BANCO NAC ARG A NOMBRE DE PJN-0500/335-CSJN-FONDOS LEY 23.737",,,,,,,,,,,,,,,,,,,,,,"Euro","120",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,"CAJA DE AHORROS EN PESOS N° 25.033.232/8 BANCO NAC ARG A NOMBRE DE PJN-0500/335-CSJN-FONDOS LEY 23.737",,,,,,,,,,,,,,,,,,,,,,"Peso","554",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","704",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Euro","1.79",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Naira","775",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Bolívares","342",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Euro","1400",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Franco Suizo ","10",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","12025",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","27",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,"CAJA DE AHORRO EN PESOS N° 25.033.232/8 BCO NAC ARG A NOMBRE DE PJN-0500/335-CSJN-FONDOS LEY 23.737",,,,,,,,,,,,,,,,,,,,,,"Euro","501",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso uruguayo","100",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","150",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,"CAJA DE AHORRO EN PESOS N° 25.033.232/8 BCO NAC ARG A NOMBRE DE PJN-0500/335-CSJN-FONDOS LEY 23737",,,,,,,,,,,,,,,,,,,,,,"Euro","503",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","39",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","236",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","100",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,"CAJA DE AHORRO EN PESOS N° 25.033.232/8 BCO NAC ARG A NOMBRE DE PJN-0500/335-CSJN-FONDOS LEY 23.737",,,,,,,,,,,,,,,,,,,,,,"Dólar","514",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,"CAJA DE AHORRO EN PESOS N° 25.033.232/8 BCO NAC ARG A NOMBRE DE PJN-0500/335-CSJN-FONDOS LEY 23.737",,,,,,,,,,,,,,,,,,,,,,"Peso","3665",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,"CAJA DE AHORRO EN PESOS N° 25.033.232/8 BCO NAC ARG A NOMBRE DE PJN-0500/335-CSJN-FONDOS LEY 23.737",,,,,,,,,,,,,,,,,,,,,,"Peso boliviano","1063.5",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Euro","1.51",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","70.75",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Decomiso",,,"CAJA DE AHORRO EN PESOS N° 25.033.232/8 BCO NAC ARG A NOMBRE DE PJN-0500/335-CSJN-FONDOS LEY 23737",,,,,,,,,,,,,,,,,,,,,,"Peso","5777",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso colombiano","100",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Euro","184.16",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Decomiso",,,"CAJA DE AHORROS EN PESOS N°25.033.232/8 BCO NAC ARG A NOMBRE DE PJN-0500/335-CSJN-FONDOS LEY 23.737",,,,,,,,,,,,,,,,,,,,,,"Peso","5758",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,"CUENTA BANCARIA RESPECTIVA",,,,,,,,,,,,,,,,,,,,,,"Dólar","501",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Decomiso",,,"CUENTA BANCARIA RESPECTIVA",,,,,,,,,,,,,,,,,,,,,,"Euro","62",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Decomiso",,,"DEPOSITADO EN LA ENTIDAD BANCARIA",,,,,,,,,,,,,,,,,,,,,,"Peso","1580",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","4715",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","200",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","5165",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","4",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Euro","70",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Penal Económico Nro. 2","Inf Ley 22415 - Contrabando de estupefacientes (art. 866)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","2",,,,,,,,,,""
